,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,koi_disposition_prediction
1777,0,0,0,0,24.575252399999997,0.00017819999999999997,-0.00017819999999999997,144.18323999999998,0.006490000000000001,-0.006490000000000001,0.489,0.466,-0.28800000000000003,2.258,0.145,-0.145,1003.4,81.2,-81.2,1.64,0.09,-0.11,316,2.35,0.49,-0.48,12.1,1,3678,73,-80,4.755,0.027999999999999997,-0.032,0.512,0.028999999999999998,-0.035,287.94861000000003,42.156139,15.907,Positive
1779,0,0,0,0,11.39169531,7.57e-05,-7.57e-05,141.55983,0.00547,-0.00547,0.8490000000000001,0.096,-0.606,5.0,0.149,-0.149,51.0,3.1,-3.1,1.02,0.18,-0.23,886,145.67,71.74,-63.32,19.0,1,5557,122,-78,4.198,0.20800000000000002,-0.11199999999999999,1.249,0.212,-0.28300000000000003,289.39474,41.782348999999996,11.925999999999998,Positive
1783,0,0,0,0,5.72084599,3.6200000000000006e-05,-3.6200000000000006e-05,134.66576,0.0061600000000000005,-0.0061600000000000005,0.166,0.305,-0.166,2.7439999999999998,0.13699999999999998,-0.13699999999999998,1316.0,73.0,-73.0,1.78,0.11,-0.2,509,15.84,3.58,-4.52,20.5,3,3640,81,-90,4.744,0.055999999999999994,-0.024,0.503,0.03,-0.055999999999999994,294.52859,46.640968,16.835,Positive
1794,0,0,0,0,2.17291055,1.4000000000000001e-05,-1.4000000000000001e-05,131.73552,0.00587,-0.00587,0.36200000000000004,0.10099999999999999,-0.36200000000000004,2.1390000000000002,0.174,-0.174,76.4,6.7,-6.7,0.93,0.3,-0.1,1507,1220.49,1174.83,-379.45,13.6,1,6164,171,-214,4.446000000000001,0.054000000000000006,-0.21600000000000003,1.045,0.341,-0.114,294.86319,40.007511,14.229000000000001,Positive
1796,0,0,0,0,7.35101287,5.5700000000000005e-05,-5.5700000000000005e-05,133.63951,0.00643,-0.00643,0.608,0.361,-0.38299999999999995,2.7569999999999997,0.18600000000000003,-0.18600000000000003,115.9,10.0,-10.0,1.42,0.23,-0.19,1064,303.08,128.71,-87.17,12.8,2,5951,71,-79,4.283,0.12,-0.12,1.262,0.209,-0.168,294.33646,44.918289,14.544,Positive
1800,0,0,0,0,6.57159435,2.2899999999999998e-05,-2.2899999999999998e-05,132.74598,0.00292,-0.00292,0.7509999999999999,0.226,-0.513,3.1044,0.0854,-0.0854,65.7,2.5,-2.5,1.26,0.06,-0.05,1211,507.81,76.72,-61.0,30.7,1,6042,81,-81,4.138999999999999,0.012,-0.013000000000000001,1.432,0.064,-0.052000000000000005,295.43967000000004,44.039162,10.338,Positive
1805,0,0,0,0,0.868122253,2.72e-06,-2.72e-06,131.83212,0.00278,-0.00278,0.006,0.433,-0.006,1.5471,0.066,-0.066,231.3,11.4,-11.4,1.65,0.54,-0.17,2047,4163.14,4139.82,-1330.46,23.2,1,6116,190,-253,4.44,0.052000000000000005,-0.20800000000000002,1.084,0.35600000000000004,-0.111,293.68356,47.833141,15.8,Positive
1811,0,0,0,0,13.84301228,9.08e-05,-9.08e-05,139.95334,0.00663,-0.00663,0.052000000000000005,0.4,-0.052000000000000005,4.077,0.165,-0.165,567.8,35.9,-35.9,1.98,0.5,-0.18,699,56.45,43.35,-15.88,17.5,1,5745,181,-201,4.559,0.042,-0.168,0.8370000000000001,0.209,-0.075,296.26456,39.40596,15.48,Positive
1822,0,0,0,0,6.99205021,3.84e-05,-3.84e-05,138.05147,0.0049299999999999995,-0.0049299999999999995,0.9440000000000001,0.006,-0.723,5.037,0.122,-0.122,33.4,1.6,-1.6,1.06,0.18,-0.2,1194,479.87,237.62,-188.6,24.4,1,6057,134,-121,4.138999999999999,0.168,-0.11199999999999999,1.4669999999999999,0.25,-0.27699999999999997,299.16049,41.14373,10.787,Positive
1823,0,0,0,0,12.0999065,0.0001087,-0.0001087,143.04424,0.00811,-0.00811,0.14,0.307,-0.14,3.5580000000000003,0.209,-0.209,165.5,12.2,-12.2,1.39,0.21,-0.2,807,100.37,38.77,-31.09,15.1,1,5553,74,-74,4.33,0.13699999999999998,-0.1,1.0979999999999999,0.161,-0.161,290.20162999999997,48.185821999999995,14.754000000000001,Positive
1824,0,0,0,0,5.36375016,3.9e-05,-3.9e-05,134.65014,0.00609,-0.00609,0.008,0.44799999999999995,-0.008,2.94,0.19899999999999998,-0.19899999999999998,114.3,9.3,-9.3,1.15,0.17,-0.16,1059,296.73,114.62,-91.93,14.4,2,5553,74,-74,4.33,0.13699999999999998,-0.1,1.0979999999999999,0.161,-0.161,290.20162999999997,48.185821999999995,14.754000000000001,Positive
1828,0,0,0,0,31.608437100000003,0.000242,-0.000242,134.68285,0.0057799999999999995,-0.0057799999999999995,0.022000000000000002,0.42,-0.021,3.675,0.153,-0.153,331.6,23.4,-23.4,1.89,0.61,-0.2,634,38.1,36.03,-11.52,16.2,1,6341,169,-207,4.446000000000001,0.054000000000000006,-0.21600000000000003,1.033,0.33399999999999996,-0.111,290.9288,47.887249,14.755999999999998,Positive
1829,0,0,0,0,16.1558656,0.0001418,-0.0001418,140.23012,0.007670000000000001,-0.007670000000000001,0.973,0.068,-0.653,3.798,0.31,-0.31,731.3,46.2,-46.2,2.04,0.14,-0.18,455,10.1,3.04,-2.93,17.5,1,4504,142,-178,4.713,0.057999999999999996,-0.031,0.53,0.038,-0.046,297.27222,43.098721000000005,15.770999999999999,Positive
1832,0,0,0,0,1.9527111609999999,2.26e-06,-2.26e-06,133.160986,0.000967,-0.000967,0.9620000000000001,0.024,-0.682,0.872,0.0356,-0.0356,403.0,18.9,-18.9,2.58,0.76,-0.26,1403,917.15,792.53,-264.45,30.7,1,5741,154,-188,4.495,0.052000000000000005,-0.20800000000000002,0.946,0.27899999999999997,-0.09300000000000001,292.42749,38.472912,14.575,Positive
1837,0,0,0,0,2.37752442,1.3500000000000001e-05,-1.3500000000000001e-05,133.39854,0.00477,-0.00477,0.256,0.217,-0.256,2.307,0.127,-0.127,32.1,2.3,-2.3,0.53,0.07,-0.03,1278,632.62,251.89,-110.32,15.9,1,5615,101,-123,4.505,0.03,-0.12,0.9359999999999999,0.132,-0.047,294.86688,46.790562,12.258,Positive
1843,0,0,0,0,3.89524296,1.75e-05,-1.75e-05,131.85929,0.00339,-0.00339,0.22399999999999998,0.237,-0.22399999999999998,1.689,0.109,-0.109,189.0,13.7,-13.7,1.13,0.04,-0.09,956,197.66,30.36,-38.07,16.2,1,5018,83,-75,4.492,0.077,-0.027999999999999997,0.838,0.033,-0.062,293.79357999999996,40.240929,14.755999999999998,Positive
1846,0,0,0,0,37.3033197,0.0005878999999999999,-0.0005878999999999999,133.3072,0.0124,-0.0124,0.9079999999999999,0.033,-0.638,7.792999999999999,0.233,-0.233,551.7,32.3,-32.3,2.31,0.57,-0.25,493,14.0,10.85,-4.22,19.5,1,5646,186,-186,4.55,0.053,-0.158,0.8170000000000001,0.203,-0.087,297.19928,41.226428999999996,15.527000000000001,Positive
1856,0,0,0,0,1.35477049,5.93e-06,-5.93e-06,131.64321,0.00346,-0.00346,0.24,0.235,-0.24,1.618,0.141,-0.141,145.3,12.6,-12.6,0.8,0.04,-0.06,1102,348.9,83.34,-85.51,14.8,1,4414,132,-145,4.621,0.03,-0.03,0.6890000000000001,0.034,-0.049,293.72893999999997,41.701209999999996,15.169,Positive
1862,0,0,0,0,1.116127169,3.26e-06,-3.26e-06,131.84982,0.00237,-0.00237,0.648,0.299,-0.44799999999999995,1.3235,0.0727,-0.0727,109.2,6.7,-6.7,1.0,0.14,-0.05,1659,1797.63,712.87,-312.68,19.2,2,5721,103,-126,4.5169999999999995,0.027999999999999997,-0.11199999999999999,0.905,0.127,-0.045,292.97125,41.03577,12.43,Positive
1864,0,0,0,0,237.787237,0.0008527000000000001,-0.0008527000000000001,196.97103,0.00253,-0.00253,0.9470000000000001,0.005,-0.004,10.509,0.166,-0.166,1627.7,30.2,-30.2,9.91,1.84,-4.28,354,3.73,1.9,-2.59,92.3,1,5185,93,-70,3.9360000000000004,0.41600000000000004,-0.10400000000000001,1.8530000000000002,0.34299999999999997,-0.8009999999999999,294.75768999999997,46.83112,13.46,Positive
1866,0,0,0,0,5.62006198,2.9999999999999997e-05,-2.9999999999999997e-05,132.95381,0.004529999999999999,-0.004529999999999999,0.9690000000000001,0.005,-0.7509999999999999,2.7510000000000003,0.12,-0.12,190.1,13.0,-13.0,1.45,0.08,-0.06,772,84.01,16.64,-11.46,17.4,1,4868,78,-78,4.6,0.013999999999999999,-0.049,0.746,0.045,-0.03,289.55301000000003,41.297852,14.009,Positive
1867,0,0,0,0,3.8259005,1.32e-05,-1.32e-05,132.20163,0.00325,-0.00325,0.951,0.028999999999999998,-0.713,1.8057,0.0748,-0.0748,857.2,50.8,-50.8,3.45,0.58,-0.31,1005,241.25,135.25,-67.75,20.3,1,5223,183,-183,4.505,0.054000000000000006,-0.11699999999999999,0.885,0.147,-0.079,281.04916000000003,43.322601,15.767999999999999,Positive
1868,0,0,0,0,0.558841234,7.909999999999999e-07,-7.909999999999999e-07,131.57991,0.00119,-0.00119,0.307,0.146,-0.307,0.7918,0.0534,-0.0534,280.9,15.6,-15.6,1.33,0.18,-0.09,1787,2412.15,1076.7,-528.21,26.3,1,5151,154,-138,4.592,0.024,-0.102,0.792,0.106,-0.053,294.59656,46.048302,15.6,Positive
1870,0,0,0,0,0.6984613040000001,1.76e-06,-1.76e-06,131.85138,0.0021100000000000003,-0.0021100000000000003,0.45899999999999996,0.49700000000000005,-0.259,0.7887,0.0944,-0.0944,134.4,11.8,-11.8,14.81,2.71,-3.3,5173,168689.02,83756.77,-77417.14,16.1,1,4676,80,-126,2.577,0.03,-0.027000000000000003,12.558,2.292,-2.802,295.34222,48.856152,13.585999999999999,Negative
1875,0,0,0,0,110.7556272,0.0005155,-0.0005155,144.80528,0.00372,-0.00372,0.917,65.42,-0.048,6.819,0.171,-0.171,8067.0,204.0,-204.0,29.64,4.83,-10.44,651,42.53,21.42,-26.73,48.5,1,6525,176,-195,3.772,0.32,-0.08,2.668,0.434,-0.94,297.84125,42.118252000000005,13.455,Negative
1884,0,0,0,0,79.2450351,0.0009308999999999999,-0.0009308999999999999,161.5717,0.011000000000000001,-0.011000000000000001,0.001,0.45899999999999996,-0.001,5.382000000000001,0.233,-0.233,1347.3,99.9,-99.9,3.33,0.92,-0.46,404,6.33,5.28,-2.22,14.4,1,5648,169,-186,4.4639999999999995,0.094,-0.175,0.917,0.254,-0.127,287.84833,39.358429,15.302,Positive
1885,0,0,0,0,4.44589508,1.75e-05,-1.75e-05,131.74309,0.00375,-0.00375,0.7040000000000001,0.204,-0.474,2.3816,0.092,-0.092,441.4,24.3,-24.3,1.94,0.58,-0.19,1063,302.6,275.01,-89.91,20.9,1,5918,187,-208,4.544,0.036000000000000004,-0.204,0.865,0.258,-0.086,300.73239,44.107059,15.390999999999998,Positive
1890,0,0,0,0,126.44512749999998,0.00043180000000000003,-0.00043180000000000003,166.49998,0.00283,-0.00283,0.046,0.22,-0.046,16.7151,0.0921,-0.0921,3252.5,33.4,-33.4,4.49,0.89,-0.38,321,2.51,1.51,-0.63,110.9,1,5613,152,-152,4.581,0.034,-0.136,0.795,0.158,-0.068,294.53934,43.60778,15.5,Positive
1893,0,0,0,0,211.032819,0.0006321,-0.0006321,279.12891,0.0021,-0.0021,0.8079999999999999,0.044000000000000004,-0.565,7.119,0.14,-0.14,1953.4,31.5,-31.5,3.43,0.21,-0.13,215,0.5,0.12,-0.07,69.3,1,4658,93,-93,4.632,0.015,-0.042,0.6859999999999999,0.042,-0.025,293.29837000000003,43.55587,13.855,Positive
1894,0,0,0,0,1.716828304,9.41e-06,-9.41e-06,132.03204,0.00439,-0.00439,0.7,0.276,-0.475,2.068,0.132,-0.132,59.5,5.0,-5.0,0.74,0.12,-0.03,1455,1056.84,452.51,-186.21,14.2,1,5808,105,-128,4.522,0.03,-0.12,0.902,0.138,-0.046,292.61511,42.764252,10.158,Positive
1906,0,0,0,0,46.151253000000004,0.00037460000000000005,-0.00037460000000000005,147.81245,0.008159999999999999,-0.008159999999999999,0.688,0.26,-0.486,5.346,0.21100000000000002,-0.21100000000000002,649.0,43.5,-43.5,2.08,0.28,-0.23,423,7.59,3.55,-2.27,17.1,1,5204,168,-153,4.525,0.095,-0.10400000000000001,0.769,0.105,-0.086,294.8418,39.91888,15.265999999999998,Positive
1909,0,0,0,0,165.3447044,0.000301,-0.000301,174.29621,0.00148,-0.00148,0.917,0.11199999999999999,-0.053,3.09,0.14400000000000002,-0.14400000000000002,4899.0,172.0,-172.0,6.98,1.53,-0.82,301,1.93,1.34,-0.62,48.0,1,5594,186,-186,4.52,0.077,-0.14300000000000002,0.812,0.17800000000000002,-0.096,288.17789,47.36668,15.548,Positive
1914,0,0,0,0,10.61345333,2.55e-05,-2.55e-05,135.6898,0.00193,-0.00193,0.535,0.42700000000000005,-0.33299999999999996,0.9829,0.0804,-0.0804,150.2,10.1,-10.1,1.77,0.29,-0.37,987,224.63,106.94,-92.42,20.0,1,5865,117,-105,4.163,0.182,-0.098,1.3880000000000001,0.233,-0.284,289.36441,41.533229999999996,12.824000000000002,Positive
1920,0,0,0,0,97.44631940000001,0.000286,-0.000286,204.83008999999998,0.00229,-0.00229,0.063,0.345,-0.063,6.765,0.0868,-0.0868,2141.1,39.7,-39.7,3.05,0.28,-0.25,283,1.52,0.57,-0.41,62.8,1,4735,170,-170,4.627,0.032,-0.048,0.6859999999999999,0.063,-0.057,289.10992000000005,39.685390000000005,14.981,Positive
1924,0,0,0,0,174.636181,0.002022,-0.002022,184.5253,0.009609999999999999,-0.009609999999999999,0.04,0.409,-0.04,15.679,0.317,-0.317,2500.9,78.9,-78.9,11.12,1.48,-2.76,481,12.65,4.59,-5.88,37.1,1,5974,89,-80,3.859,0.196,-0.084,2.2319999999999998,0.298,-0.5539999999999999,295.66913,38.795840999999996,15.905,Positive
1930,0,0,0,0,1.791877025,8.3e-06,-8.3e-06,132.8762,0.00328,-0.00328,0.40299999999999997,0.048,-0.40299999999999997,1.166,0.13,-0.13,46.1,4.8,-4.8,1.48,0.23,-0.41,2223,5787.99,2479.54,-3016.26,12.5,1,6002,119,-131,3.841,0.217,-0.09300000000000001,2.1390000000000002,0.319,-0.5920000000000001,298.21527000000003,45.406890999999995,12.599,Positive
1932,0,0,0,0,6.30922043,1.7199999999999998e-05,-1.7199999999999998e-05,133.99677,0.00231,-0.00231,0.11800000000000001,0.33799999999999997,-0.11800000000000001,1.3251,0.0716,-0.0716,691.2,38.2,-38.2,1.37,0.1,-0.12,606,31.73,9.67,-8.46,22.5,1,4380,130,-143,4.71,0.059000000000000004,-0.032,0.53,0.040999999999999995,-0.045,287.82639,40.696602,15.905999999999999,Positive
1934,0,0,0,0,145.881936,0.0051530000000000005,-0.0051530000000000005,194.6951,0.0342,-0.0342,0.325,0.142,-0.325,11.342,0.737,-0.737,156.9,15.7,-15.7,1.8,0.33,-0.3,424,7.63,3.67,-2.61,11.2,3,6052,82,-82,4.183,0.154,-0.11199999999999999,1.4240000000000002,0.263,-0.237,297.94476000000003,42.191879,13.716,Negative
1938,0,0,0,0,6.56606941,1.9399999999999997e-05,-1.9399999999999997e-05,134.49512,0.0024100000000000002,-0.0024100000000000002,0.687,0.217,-0.465,1.8455,0.0706,-0.0706,402.4,17.4,-17.4,1.83,0.18,-0.19,777,86.27,31.92,-24.13,25.8,2,4818,143,-129,4.481,0.078,-0.585,0.856,0.08900000000000001,-0.08900000000000001,295.82144,46.053028000000005,14.975,Positive
1939,0,0,0,0,2.50343279,1e-05,-1e-05,131.94522,0.0032,-0.0032,1.178,46.41,-0.248,1.534,0.192,-0.192,1156.0,110.0,-110.0,20.23,2.7,-2.43,1147,408.12,188.0,-128.21,13.2,1,5174,169,-154,4.4830000000000005,0.095,-0.105,0.84,0.11199999999999999,-0.10099999999999999,294.54373,40.313862,15.600999999999999,Negative
1940,0,0,0,0,96.4562198,0.00042259999999999997,-0.00042259999999999997,214.74931,0.0034100000000000003,-0.0034100000000000003,0.775,0.114,-0.526,11.195,0.166,-0.166,950.5,18.3,-18.3,9.1,1.63,-3.03,727,65.96,36.34,-40.12,54.6,1,7029,194,-219,3.806,0.27699999999999997,-0.092,2.7039999999999997,0.485,-0.9009999999999999,284.41592,48.65802,12.998,Positive
1941,0,0,0,0,44.5643831,0.00035010000000000005,-0.00035010000000000005,143.43526,0.00604,-0.00604,0.851,0.042,-0.5770000000000001,7.874,0.17800000000000002,-0.17800000000000002,360.5,14.4,-14.4,5.8,1.04,-1.93,940,184.67,101.75,-112.33,27.0,2,7029,194,-219,3.806,0.27699999999999997,-0.092,2.7039999999999997,0.485,-0.9009999999999999,284.41592,48.65802,12.998,Positive
1943,0,0,0,0,8.48299282,3.91e-05,-3.91e-05,132.96583,0.00372,-0.00372,0.564,0.36200000000000004,-0.354,2.505,0.11,-0.11,69.1,3.9,-3.9,0.8,0.11,-0.06,879,141.04,53.99,-30.47,21.3,1,5827,104,-116,4.471,0.059000000000000004,-0.11,0.9329999999999999,0.126,-0.073,291.57422,38.655949,12.147,Positive
1945,0,0,0,0,234.635652,0.001384,-0.001384,172.64615,0.00488,-0.00488,0.025,0.405,-0.025,6.965,0.155,-0.155,868.5,37.9,-37.9,2.56,0.25,-0.19,267,1.2,0.37,-0.25,26.7,1,5422,107,-107,4.481,0.067,-0.075,0.885,0.08800000000000001,-0.066,288.15671000000003,41.877972,14.607000000000001,Positive
1946,0,0,0,0,253.374581,0.00114,-0.00114,235.74025,0.0035700000000000003,-0.0035700000000000003,0.027999999999999997,0.31,-0.027999999999999997,22.889,0.124,-0.124,1104.0,12.8,-12.8,19.25,4.98,-11.63,555,22.41,17.79,-19.37,99.9,1,5177,163,-181,3.216,0.578,-0.193,5.949,1.541,-3.595,296.7236,44.853142,11.892999999999999,Negative
1955,0,0,0,0,5.06092282,2.62e-05,-2.62e-05,134.47316,0.00473,-0.00473,0.9440000000000001,0.006,-0.643,2.5860000000000003,0.114,-0.114,71.6,5.3,-5.3,0.98,0.13,-0.06,998,234.93,88.75,-45.74,15.7,1,5637,101,-112,4.492,0.048,-0.11199999999999999,0.9109999999999999,0.121,-0.06,289.91742,40.828606,13.345999999999998,Positive
1958,0,0,0,0,0.910020582,2.29e-06,-2.29e-06,131.99239,0.0020399999999999997,-0.0020399999999999997,0.79,0.017,-0.556,1.7956,0.0801,-0.0801,358.1,15.1,-15.1,1.12,0.11,-0.11,1127,380.16,134.53,-106.11,29.9,1,4297,116,-142,4.725,0.045,-0.05,0.5329999999999999,0.055,-0.049,297.00354,44.775089,15.380999999999998,Positive
1960,0,0,0,0,1.07808492,2.02e-06,-2.02e-06,132.03683,0.00144,-0.00144,0.287,0.155,-0.287,0.8551,0.0596,-0.0596,155.6,8.5,-8.5,1.01,0.03,-0.07,1417,951.61,130.33,-190.12,22.9,1,4906,78,-88,4.511,0.067,-0.022000000000000002,0.8140000000000001,0.027000000000000003,-0.059000000000000004,287.72565,48.651379,14.288,Positive
1961,0,0,0,0,56.573231799999995,0.0003096,-0.0003096,146.57984,0.0048200000000000005,-0.0048200000000000005,0.9420000000000001,0.024,-0.667,4.188,0.152,-0.152,688.5,37.2,-37.2,2.69,0.08,-0.15,356,3.79,0.47,-0.66,21.6,1,4701,74,-84,4.54,0.052000000000000005,-0.016,0.775,0.022000000000000002,-0.044000000000000004,286.3718,43.691921,14.889000000000001,Positive
1972,0,0,0,0,11.191619900000001,8.120000000000001e-05,-8.120000000000001e-05,138.04258000000002,0.006,-0.006,0.895,0.077,-0.654,2.1,0.205,-0.205,166.4,17.0,-17.0,1.47,0.2,-0.1,782,88.34,30.94,-16.88,11.9,1,5646,67,-84,4.4639999999999995,0.051,-0.11900000000000001,0.956,0.129,-0.07,283.33533,47.208832,14.527999999999999,Positive
1975,0,0,0,0,174.731515,0.0031260000000000003,-0.0031260000000000003,252.5348,0.0146,-0.0146,0.021,0.428,-0.021,8.257,0.34299999999999997,-0.34299999999999997,1179.9,82.8,-82.8,3.0,0.17,-0.3,287,1.6,0.31,-0.38,16.5,1,5201,83,-83,4.447,0.098,-0.035,0.897,0.051,-0.08900000000000001,297.88464,48.00145,15.707,Positive
1979,0,0,0,0,3.48412874,1.4800000000000002e-05,-1.4800000000000002e-05,134.5504,0.00395,-0.00395,0.106,0.35700000000000004,-0.106,1.422,0.11699999999999999,-0.11699999999999999,161.6,14.3,-14.3,1.16,0.17,-0.05,1132,389.41,151.8,-54.26,13.3,1,5696,77,-77,4.519,0.021,-0.11900000000000001,0.9209999999999999,0.136,-0.043,291.16437,45.318290999999995,14.953,Positive
1981,0,0,0,0,0.858546796,2.58e-06,-2.58e-06,132.14428999999998,0.00262,-0.00262,0.24100000000000002,0.245,-0.24100000000000002,1.1,0.191,-0.191,106.1,15.0,-15.0,0.88,0.15,-0.1,1671,1846.35,1053.79,-587.44,12.2,1,5269,184,-184,4.4910000000000005,0.08,-0.12,0.8640000000000001,0.147,-0.098,286.14804,43.369202,15.247,Positive
1982,0,0,0,0,5.5181949999999995,0.006657,-0.006657,136.584,0.488,-0.488,0.243,0.222,-0.243,1.81,3.2,-3.2,27.1,14.3,-14.3,0.46,0.06,-0.02,969,208.54,79.99,-36.23,5.2,2,5767,92,-126,4.538,0.021,-0.11900000000000001,0.8809999999999999,0.12300000000000001,-0.044000000000000004,287.08997,41.373878000000005,12.549000000000001,Negative
1987,0,0,0,0,75.1122132,2.7600000000000003e-05,-2.7600000000000003e-05,207.713987,0.000273,-0.000273,0.838,0.005,-0.006999999999999999,4.9458,0.027000000000000003,-0.027000000000000003,3751.5,11.7,-11.7,23.23,2.46,-5.74,777,86.18,28.91,-40.41,384.0,1,6201,138,-100,3.616,0.218,-0.073,3.3539999999999996,0.355,-0.8290000000000001,291.66418,38.619254999999995,11.714,Negative
1988,0,0,0,0,31.57865122,7.28e-06,-7.28e-06,177.20623700000002,0.000178,-0.000178,0.04,0.259,-0.04,2.12791,0.00922,-0.00922,2125.4,8.0,-8.0,4.52,0.68,-0.36,570,24.94,10.54,-5.5,324.3,1,5733,104,-115,4.442,0.063,-0.11699999999999999,0.99,0.149,-0.08,284.47217,39.911812,11.105,Positive
1992,0,0,0,0,3.76562031,1.13e-05,-1.13e-05,131.75562,0.00245,-0.00245,1.193,63.73,-0.062,1.288,0.16,-0.16,232.6,21.0,-21.0,19.39,5.21,-1.73,1084,326.2,257.66,-83.59,14.6,1,5743,155,-155,4.553,0.033,-0.17600000000000002,0.853,0.22899999999999998,-0.076,294.96811,49.556511,14.698,Negative
1995,0,0,0,0,2.46288834,1.57e-05,-1.57e-05,132.80114,0.0059,-0.0059,0.256,0.198,-0.256,1.724,0.157,-0.157,47.4,4.9,-4.9,0.67,0.18,-0.12,1391,883.43,680.76,-344.15,11.9,1,5893,159,-159,4.395,0.149,-0.182,0.9670000000000001,0.253,-0.16899999999999998,296.85925,50.560162,13.308,Positive
1996,0,0,0,0,17.067644,0.0002088,-0.0002088,145.56929,0.00963,-0.00963,0.106,0.326,-0.106,6.026,0.28800000000000003,-0.28800000000000003,262.4,20.3,-20.3,1.62,0.53,-0.17,769,82.56,77.41,-24.82,13.5,1,6347,170,-207,4.4639999999999995,0.054000000000000006,-0.21600000000000003,0.996,0.319,-0.106,290.88831,51.248169,15.372,Positive
1998,0,0,0,0,35.5969684,0.0001131,-0.0001131,187.52765,0.0025399999999999997,-0.0025399999999999997,0.895,0.035,-0.612,6.691,0.215,-0.215,684.5,14.8,-14.8,3.72,0.64,-0.43,646,41.06,19.66,-11.68,52.5,1,6212,111,-136,4.309,0.095,-0.11599999999999999,1.209,0.21,-0.14,293.92972000000003,41.602871,12.350999999999999,Positive
2007,0,0,0,0,10.919265300000001,0.00011440000000000002,-0.00011440000000000002,134.26789,0.00733,-0.00733,0.434,0.02,-0.434,4.572,0.223,-0.223,91.1,7.1,-7.1,1.9,0.24,-0.44,1107,355.29,121.69,-155.75,15.0,1,5745,86,-69,3.9389999999999996,0.18899999999999997,-0.081,1.972,0.24600000000000002,-0.45799999999999996,294.54041,44.190979,13.534,Positive
2009,0,0,0,0,2.76263737,1.62e-05,-1.62e-05,132.99573999999998,0.00415,-0.00415,0.46,0.504,-0.264,1.821,0.138,-0.138,185.0,15.5,-15.5,1.25,0.38,-0.12,1231,544.05,487.13,-149.92,14.1,1,5772,156,-173,4.5280000000000005,0.038,-0.212,0.9009999999999999,0.275,-0.086,295.58648999999997,49.666851,15.4,Positive
2020,0,0,0,0,135.1879934,0.000317,-0.000317,190.93292,0.002,-0.002,0.023,0.33399999999999996,-0.023,8.8191,0.0656,-0.0656,663.4,8.9,-8.9,2.32,0.31,-0.2,345,3.33,1.25,-0.78,85.8,1,5731,103,-115,4.4510000000000005,0.095,-0.095,0.9059999999999999,0.11900000000000001,-0.08,292.23492000000005,42.909458,12.765,Positive
2024,0,0,0,0,5.05368985,5.08e-05,-5.08e-05,135.11296000000002,0.00864,-0.00864,0.53,0.428,-0.314,2.5140000000000002,0.21899999999999997,-0.21899999999999997,171.5,17.6,-17.6,1.21,0.37,-0.11,1007,243.06,217.63,-66.98,11.5,2,5772,156,-173,4.5280000000000005,0.038,-0.212,0.9009999999999999,0.275,-0.086,295.58648999999997,49.666851,15.4,Positive
2029,0,0,0,0,4.21223579,7.929999999999999e-05,-7.929999999999999e-05,132.9291,0.0124,-0.0124,0.97,0.006,-0.715,7.898,0.435,-0.435,116.4,11.0,-11.0,1.04,0.11,-0.11,887,146.4,56.02,-39.77,12.8,1,5116,153,-138,4.591,0.061,-0.05,0.7,0.076,-0.069,296.28064,50.755669,15.277000000000001,Negative
2030,0,0,0,0,35.58349688,4.6299999999999994e-05,-4.6299999999999994e-05,189.03562,0.001,-0.001,0.001,0.41600000000000004,-0.001,3.9885,0.0372,-0.0372,937.6,11.8,-11.8,2.03,0.12,-0.09,408,6.54,1.41,-1.04,90.8,1,4894,97,-97,4.637,0.015,-0.042,0.684,0.040999999999999995,-0.031,297.27187999999995,43.333309,12.968,Positive
2033,0,0,0,0,7.305706326,8.19e-06,-8.19e-06,131.77905,0.0009449999999999999,-0.0009449999999999999,0.826,0.069,-0.575,1.4228,0.0284,-0.0284,264.9,6.9,-6.9,2.11,0.33,-0.25,972,210.72,89.48,-60.72,43.6,3,5620,100,-112,4.333,0.115,-0.115,1.143,0.174,-0.139,282.39194,43.889351,12.700999999999999,Positive
2034,0,1,0,0,1.9510822190000001,3.89e-06,-3.89e-06,157.54316,0.00159,-0.00159,0.925,0.028999999999999998,-0.721,1.6975,0.0534,-0.0534,1151.8,45.8,-45.8,10.35,0.77,-1.25,2005,3822.26,832.84,-1056.73,30.1,1,5302,71,-87,3.7680000000000002,0.06,-0.045,2.426,0.18100000000000002,-0.293,296.51059,42.54744,13.142999999999999,Negative
2036,0,0,0,0,23.1375919,0.0002173,-0.0002173,152.17335,0.00953,-0.00953,0.429,0.027000000000000003,-0.429,3.35,0.256,-0.256,114.0,9.7,-9.7,1.83,0.32,-0.4,837,115.86,58.29,-51.06,12.9,2,6078,122,-134,4.093999999999999,0.174,-0.11599999999999999,1.683,0.3,-0.36700000000000005,292.05676,37.776192,13.319,Positive
